Recipe,URL,Ingredients,Type
Cheese Tortellini,https://www.menshealth.com/recipes/cheese-tortellini, cups whole wheat cheese tortellini cup no-salt-added spaghetti sauce cup reduced-fat shredded mozzarella cheese cups baby spinach topped with balsamic vinegar,Sauces and sides
Chicken Vesuvio,http://www.seriouseats.com/recipes/2011/12/chicken-vesuvio-recipe.html," cup olive oil cloves garlic, peeled large russet potatoes, peeled and cut into chunks - pound chicken, cut into  pieces or  pound chicken legs cup white wine cup chicken stock tablespoons chopped parsley tablespoon dried oreganoSalt and pepper cup frozen peas, thawed",Chicken dishes
Chicken Paprikash,http://norecipes.com/recipe/chicken-paprikash/, grams chicken - drumsticks and thighs   whole chicken legs cut apart teaspoon salt teaspoon black pepper tablespoon butter – cultured unsalted or olive oil grams onion sliced thin  large onion grams Anaheim pepper chopped  large pepper grams paprika about  cup cup chicken stock teaspoon salt cup sour cream tablespoon flour – all-purpose,Chicken dishes
Baked Chicken,http://www.marthastewart.com/318981/baked-chicken," bone-in chicken breast halves, or  chicken thighs and wings, skin-on teaspoon coarse salt teaspoon Mrs. Dash seasoning teaspoon freshly ground black pepper",Meat dishes
Catalan Chicken,http://www.bonappetit.com/columns/breadwinner/article/how-to-get-your-kids-to-eat-sauce-let-them-cook-it-themselves," whole -pound chicken, quartered slices bacon cloves garlic lemons, peeled, rinds thinly sliced and reserved cup Banyuls or another fortified dessert wine cup veal or chicken stock",Chicken dishes
Chicken Stew,https://food52.com/recipes/83097-chicken-stew, pound chicken cut in pieces carrots onion leek green pepperkosher saltFreshly ground black pepperExtra Virgin Olive Oil cup white wineChicken broth,Meat dishes
Persian Chicken,http://www.bbcgoodfood.com/recipes/7343/, large onions  chicken  mushrooms cup water cup red wine teaspoons chicken stock ml mayonnaise ml creamsmall bunch of parsley teaspoon curry powder,Chicken dishes
Kreplach (Chicken Dumplings),https://www.tastingtable.com/entry_detail/chefs_recipes/10154/Matzo_balls_watch_your_back.htm," teaspoons canola oil small shallot, finely chopped cup about  pound raw, boneless chicken meat preferably from  boneless chicken thighs, roughly chopped cup about  pound chicken skin and fat reserved from the  chicken thighs chicken livers optional garlic cloves, finely chopped cup finely chopped chives, plus extra for serving teaspoons kosher salt teaspoon freshly ground black pepper to  square wonton wrappers cups store-bought or homemade chicken broth",Chicken dishes
Chicken cacciatore,http://www.bbc.co.uk/food/recipes/chickenalocacciatore_70349," tbsp olive oil onion, sliced celery stalks, roughly chopped medium carrots, roughly chopped chicken breasts, or chicken thighs, bones removed175ml6fl oz white wine tbsp tomato purée500ml fl oz chicken stock bay leaves- sage leaves rosemary sprig9oz easy-cook polentaKnob of butter1oz parmesan",Chicken dishes
Roast Chicken,http://www.sfgate.com/food/recipes/detail.html?rid=18229&sorig=qs," whole chicken, about - pounds-- Salt and fresh-ground pepper, to taste to  sprigs thyme, or other herbs-- Olive oil, to taste-- Chicken stock optional",Meat dishes
Chicken Crêpes,http://www.cookstr.com/recipes/chicken-crecircpes," tablespoons grated Parmesan cheese cup heavy cream savory crêpes cups white and dark meat from poached chicken , cut into -inch cubes cups Sauce Suprême, made with chicken broth recipe below",Chicken dishes
Avocado Salad Dressing,https://food52.com/recipes/17850-avocado-salad-dressing,"  large, ripe avocadoThe juice of   lemon tablespoons avocado oilSea salt, black pepper",Meat dishes
Mashed Avocado,https://www.marthastewart.com/1156168/mashed-avocado, avocado Hass Avocados  for $. thru  teaspoon olive oilSalt and ground black pepperLemon wedge juice,Sauces and sides
Avocado Crema,http://www.saveur.com/article/Recipes/Avocado-Crema," cup sour cream or crema avocado, peeled, pitted, and cubedKosher salt and freshly ground black pepper, to taste",Sauces and sides
Turkey & avocado toast,https://www.bbcgoodfood.com/recipes/turkey-avocado-toast, avocadojuice  lime- small slices ciabatta bread turkey slices,Sauces and sides
Avocado Dressing,http://www.bonappetit.com/columns/vintage-ba-columns/article/macaroni-melon-bowls," fully ripe avocado cup mayonnaise teaspoon grated lime peel tablespoon lime juice teaspoon grated onionDash each: garlic salt, Tabasco",Sauces and sides
Avocado Mayo,http://www.eatingwell.com/recipe/254631/avocado-mayo/," ripe avocado, mashed tablespoons mayonnaise scallion, finely chopped teaspoon lime zest",Sauces and sides
Avocado Pie,http://www.pbs.org/food/recipes/avocado-pie/, prepared  inch graham cracker pie crust large ripe avocado or use  small avocados can sweetened condensed milk lemon juiced ounces sour cream tablespoons milk cup chopped walnuts,Sauces and sides
Avocado Sauce,http://www.delish.com/cooking/recipe-ideas/recipes/a9702/avocado-sauce-recipe/, avocado tsp. lemon juice prepared recipe of mayonnaise,Sauces and sides
Avocado Buttercream,http://www.thedailymeal.com/recipes/avocado-buttercream-recipe," Ounces avocado meat, about  avocadoes Teaspoons freshly squeezed lemon juice Pound powdered sugar, sifted Teaspoon lemon extract",Sauces and sides
Avocado Milk,https://kitchenconfidante.com/avocado-milk-recipe, large ripe avocado- tablespoons granulated sugar to taste  cups ice cold skim milk,Sauces and sides
Pork Lettuce Wraps Recipe,http://www.seriouseats.com/recipes/2011/06/dinner-tonight-pork-lettuce-wraps-recipe.html," cloves garlic, chopped cup hoisin sauce tablespoons oil, divided medium yellow onion, finely chopped tablespoon finely chopped ginger pound ground pork red pepper, finely diced carrot, peeled and finely diced medium red potato, finely diced -ounce can sliced water chesnuts, chopped small heads bibb lettuce or  head iceberg lettuce",Sauces and sides
Iceberg Lettuce Slaw recipes,http://www.foodrepublic.com/recipes/iceberg-lettuce-slaw-recipe/," head Iceberg lettuce cup good-quality sour cream cup cilantro, chopped limesaltpepper",Sauces and sides
Lettuce Soup,https://www.epicurious.com/recipes/food/views/lettuce-soup-231995," cup chopped onions, scallions, andor shallots garlic clove, chopped tablespoons unsalted butter teaspoon ground coriander teaspoon salt teaspoon black pepper cup diced  inch peeled potato cups coarsely chopped lettuce leaves including ribs  lb cups water",Sauces and sides
Lettuce and Tomato Salad,https://food52.com/recipes/18333-lettuce-and-tomato-salad, large tomato handfuls butter lettuce tablespoons mayonnaise tablespoon lemon juice grindings of sea salt grindings of pepper teaspoon sugar,Meat dishes
Braised Peas With Lettuce,http://www.bbcgoodfood.com/recipes/4366/,"butter.0ml double cream large onion , halved and sliced. peasvegetable stock fresh, cube or concentrate, made up to 200ml heads little gem lettuce , quartered",Sauces and sides
Sauteed Romaine Lettuce,http://www.marthastewart.com/892732/sauteed-romaine-lettuce," tablespoons extra-virgin olive oil garlic clove, smashed and peeled small celery stalk, choppedPinch of red-pepper flakes heads romaine lettuce, trimmed and cut into -inch-wide strips about  cupsCoarse salt and freshly ground pepper",Sauces and sides
Peas & Lettuce,http://www.eatingwell.com/recipes/peas_lettuce.html," cups shelled fresh peas,  pounds unshelled cups thinly sliced Boston lettuce, about  small head teaspoons extra-virgin olive oil tablespoon finely chopped fresh mint teaspoon saltFreshly ground pepper, to taste",Sauces and sides
Tender Lettuce Salad,http://www.pbs.org/food/recipes/tender-lettuce-salad/, fennel bulb tablespoons white-wine vinegar tablespoons extra-virgin olive oil teaspoon dijon mustardCoarse salt and ground pepper heads boston lettuce   pounds total cups mache or fresh parsley leaves,Sauces and sides
Stuffed Lettuce Cups,https://www.menshealth.com/recipes/stuffed-lettuce-cups,cup brown rice teaspoon coconut oil cup seasoned tofu cubes cup finely chopped avocado leaves butterhead or bibb lettuce,Sauces and sides
Chicken Salad Lettuce Wraps,http://www.thedailymeal.com/recipes/chicken-salad-lettuce-wraps-recipe," head Boston lettuce pint of Zoes chicken salad carrot, shredded container crunchy chow mein noodles Cup peanuts or almonds",Meat dishes
Salsa and Spinach Frittata,https://www.marthastewart.com/1132843/salsa-spinach-frittata, cup salsa tablespoons unsalted butter cups baby spinach whisked eggsCoarse salt,Chicken dishes
Mango Salsa,https://www.realsimple.com/food-recipes/browse-all-recipes/mango-salsa," cup store-bought refrigerated fresh salsa mango, cut into -inch pieces",Chicken dishes
Clam Salsa,http://www.eatingwell.com/recipe/248164/clam-salsa/," -ounce can whole baby clams,drained cup prepared tomato salsa tablespoons chopped fresh parsley teaspoon lime juice",Chicken dishes
Salsa Chicken Tenders,http://www.sfgate.com/food/recipes/detail.html?rid=18588&sorig=qs," boneless, skinless chicken ""half"" breasts, about   pounds cups salsa see Note to  cups homemade fluffy breadcrumbs see Note to  cloves minced garlicKosher salt and freshly ground pepper, to tasteOlive oil pan spray or olive oil, as neededExtra salsa for serving, if desired",Chicken dishes
Crockpot Salsa Chicken,https://www.delish.com/cooking/recipe-ideas/a30519954/crockpot-salsa-chicken-recipe/," boneless skinless chicken breasts tsp. taco seasoning mix . chunky red salsaLime wedges, for serving",Chicken dishes
Veggie Burger with Chips and Salsa,https://www.menshealth.com/recipes/veggie-burger-with-chips-and-salsa," avocado, chopped or mashed tablespoon no-salt-added salsa cups romaine lettucesplash of balsamic vinegar teaspoon olive oil whole grain tortilla chips tablespoons no-salt-added salsa",Chicken dishes
Salsa Negra,http://gluttonforlife.com/2011/05/05/salsa-lessons/," oz. dried chipotle mora chiles tablespoons vegetable oil garlic cloves, peeledsea salt cup mayonnaise teaspoons Salsa Negra garlic clove, peeled and mincedjuice of  lime",Chicken dishes
Garden Salsa,https://www.realsimple.com/food-recipes/browse-all-recipes/garden-salsa," cup store-bought refrigerated fresh salsa small Kirby cucumber, cut into -inch pieces radishes, halved and thinly sliced",Chicken dishes
Banana Salsa,http://www.eatingwell.com/recipe/248163/banana-salsa/," ripe bananas, diced  cup cup prepared salsa verde teaspoons lime juice, or to taste tablespoon chopped fresh cilantro",Chicken dishes
Green or Red Salsa,http://www.delish.com/cooking/recipe-ideas/recipes/a22043/green-or-red-salsa-recipe-mslo1113/," tomatillos for Red Salsa, substitute  plum tomatoes medium onion whole jalapeños garlic clovesCoarse salt",Chicken dishes
Oven-Roasted Cauliflower Florets,http://www.foodandwine.com/recipes/oven-roasted-cauliflower-florets,"One  -pound cauliflower, cut into -inch florets cup extra-virgin olive oilSalt and freshly ground pepper lemon wedges, for serving",Chicken dishes
Spicy cauliflower pilau,http://www.bbcgoodfood.com/recipes/spicy-cauliflower-pilau, cauliflower florets not the stalk cloves cinnamon stick tsp turmeric curry leaves,Chicken dishes
Cauliflower Manchurian- Cauliflower florets in soya sauce gravy,http://honestcooking.com/crispy-cauliflower-manchurian/,"Cauliflower- 1large, separated into floretsGreen bell pepper- 1large, chopped into cubesShallots- , choppedSpring onions- , choppedCorn starch-  tbsp+  tbspAll purpose flour or maida-  tbspGreen chilli-  chopped fineVegetable stock- - cupGinger-garlic paste- 1tspVinegar-  tspSoya sauce- 2tbspWhite pepper powder-  tspSugar- ¼tspSalt to tasteOil- 2tbsp+ to deep fry",Chicken dishes
Cauliflower Gratin with Roasted Chestnuts and Parmesan Cream recipes,http://www.marthastewart.com/348447/cauliflower-gratin-with-roasted-chestnut," pound white cauliflower florets, preferably heirloom, cut into small, bite-size pieces pound purple cauliflower florets, preferably heirloom, cut into small, bite-size pieces fresh chestnuts, roasted, peeled, and chopped cups heavy cream cup freshly grated Parmesan cheese teaspoon chopped fresh thyme  teaspoons coarse salt teaspoon freshly ground black pepper  cups Herb Breadcrumbs",Chicken dishes
Roasted Florets,http://www.eatingwell.com/recipes/roasted_florets.html,"Lemon wedges, optional cups bite-size cauliflower florets, or broccoli florets about  head, slicedFreshly ground pepper, to taste tablespoons extra-virgin olive oil teaspoon salt, or to taste",Chicken dishes
Crispy Cauliflower Florets with Citrus Salt,https://www.foodnetwork.com/recipes/sunny-anderson/crispy-cauliflower-florets-with-citrus-salt-recipe-1940386,"Vegetable oil, for frying large eggs cup cornstarch  teaspoons salt teaspoon pepper large head cauliflower, cut into florets teaspoon red pepper flakes lemons, zested",Chicken dishes
Spiced Caramelized Cauliflower Florets,http://www.foodandwine.com/recipes/spiced-caramelized-cauliflower-florets," large head cauliflower about  pounds, cut into florets tablespoons unsalted butter, melted teaspoon sugar teaspoon salt teaspoon freshly ground pepper teaspoon sweet paprika teaspoon hot paprika teaspoon cinnamonCoarse salt, for sprinkling",Chicken dishes
Miso Roasted Cauliflower,http://www.myrecipes.com/recipe/miso-roasted-cauliflower,"  tablespoons olive oil  tablespoons white miso garlic clove, grated cups cauliflower floretsCooking spray",Chicken dishes
Spicy Roasted Cauliflower,https://www.menshealth.com/recipes/spicy-roasted-cauliflower, tsp olive oil sliced cloves garlic sliced fresno chile on sheet pan  lb organic cauliflower florets about  sm cauliflower head,Chicken dishes
Zesty Spiced Cauliflower,http://www.thedailymeal.com/zesty-spiced-cauliflower-recipe," Teaspoon whole cumin seeds Cups cauliflower florets Cup water Tablespoons olive oil Teaspoon ground turmericSalt, to taste",Chicken dishes
Cucumber-Avocado Cauliflower Rice Sushi,http://www.eatingwell.com/recipe/269491/cucumber-avocado-cauliflower-rice-sushi/," sheets nori cups cooked cauliflower rice, at room temperature, divided avocados, sliced, divided cup cucumber matchsticks, divided tablespoons Sriracha mayo, divided",Salads
Cauliflower rice,https://www.bbcgoodfood.com/recipes/cauliflower-rice," medium cauliflowergood handful coriander , choppedcumin seeds , toasted optional",Salads
Cauliflower Rice,https://www.epicurious.com/recipes/food/views/coconut-turmeric-cauliflower-rice," small or  large head of cauliflower, coarsely chopped about  cups Tbsp. extra-virgin olive oil, dividedKosher salt, freshly ground pepperCoconut-Turmeric Relish for serving; optional",Salads
Saffron Cauliflower Rice with Rainbow Vegetables,https://food52.com/recipes/81478-saffron-cauliflower-rice-with-rainbow-vegetables," tablespoons olive oil small red onion, chopped garlic cloves, minced medium orange pepper, chopped cup sun-dried tomatoes packed in oil, chopped cups cauliflower rice cup vegetable brothpinch of saffron threads green olives, chopped in half tablespoons parsley, choppedpinch of saltpinch of pepperpinch of paprika",Salads
Cauliflower Rice “Risotto” With Beets,https://www.realsimple.com/food-recipes/browse-all-recipes/cauliflower-rice-risotto-beets," cup vegetable broth tablespoon unsalted butter cup diced onion from one medium onion cups cauliflower ricesalt and pepper, to taste small golden or Chiogga beets, cooked and cut into wedges cup grated Parmesan cheese tablespoons chopped toasted walnuts tablespoon chopped chives",Salads
Shrimp Fried Cauliflower Rice,https://www.foodnetwork.com/recipes/shrimp-fried-cauliflower-rice-4614481," tablespoon sesame oil small yellow onion, finely diced cups frozen mixed vegetables pound large  to  per pound raw shrimp, peeled and deveined garlic clove, minced large eggs, beaten cups cauliflower rice tablespoons low-sodium soy sauce or tamari sauce teaspoons sriracha sauce, optional green onions, finely chopped",Salads
Shrimp Fried Cauliflower Rice,http://www.thedailymeal.com/recipes/shrimp-fried-cauliflower-rice-recipe," tablespoons salted butter, divided pound large shrimp, peeled, deveined, and patted dry teaspoon garlic powder teaspoon fine sea salt teaspoon ground black pepper large eggs, lightly beaten cups frozen peas cups frozen sliced carrots batch basic cauliflower rice cup fresh lemon juice cup coconut aminos teaspoons sesame oil teaspoon fish sauce cup sliced green onions about  stalks tablespoons chopped fresh cilantro, for garnish",Salads
Cauliflower Rice,https://food52.com/recipes/6691-cauliflower-rice," tablespoons olive oil medium onion, diced cup celery, finely diced head cauliflower, trimmed and coarsely chopped teaspoon celtic sea salt",Salads
Cheesy Salsa Chicken And Cauliflower Rice Skillet,https://www.delish.com/cooking/recipe-ideas/a31087191/cheesy-salsa-chicken-and-cauliflower-rice-skillet-recipe/," tsp. packed light brown sugar tsp. chili powder tsp. dried oregano tsp. sweet paprika tsp. garlic powder Tyson® Individually Frozen Boneless Skinless Chicken BreastsKosher saltFreshly ground black pepper tbsp. extra-virgin olive oil -oz. jar medium-heat green salsa sub mild or hot depending on preference . cauliflower rice about  oz. . shredded Monterey Jack cheeseChopped parsley and lemon wedges, for serving",Chicken dishes
Turmeric Cauliflower Rice,http://www.myrecipes.com/recipe/turmeric-cauliflower-rice," large head cauliflower   lbs., trimmed and cut into large chunks cup vegetable oil medium onion, chopped garlic cloves, minced teaspoon turmeric  teaspoons kosher saltZest of  lemon cup chopped cilantro",Salads
Blanched Cauliflower,https://www.marthastewart.com/1049672/blanched-cauliflower,"Coarse salt head cauliflower, cut into florets",Chicken dishes
Cauliflower rice,https://www.bbcgoodfood.com/recipes/cauliflower-rice," medium cauliflowergood handful coriander , choppedcumin seeds , toasted optional",Salads
Cauliflower Popcorn,https://food52.com/recipes/10620-cauliflower-popcorn, head cauliflowerSpray oil like pam pinch salt pinch turmeric,Chicken dishes
Cauliflower Steaks With Cauliflower Puree,http://www.bonappetit.com/recipes/2008/02/cauliflower_steaks_with_cauliflower_puree,  -pound head of cauliflower  cups water cup whole milk tablespoons vegetable oil plus additional for brushing,Chicken dishes
Cauliflower Purée,https://www.epicurious.com/recipes/food/views/cauliflower-puree-236315," head cauliflower,  to   pounds tablespoons unsalted butter teaspoon kosher salt teaspoon freshly ground black pepper",Chicken dishes
Caramelized Cauliflower,http://orangette.blogspot.com/2004/09/tremendous-things-what-im-eating-and.html," head cauliflower, white or greenOlive oilFine sea salt",Chicken dishes
Cauliflower Popcorn,https://www.realsimple.com/food-recipes/browse-all-recipes/cauliflower-popcorn-recipe," head cauliflower, cut into small florets tablespoons olive oilkosher salt",Chicken dishes
Roasted Cauliflower,http://userealbutter.com/2010/02/19/roasted-cauliflower-recipe/,  Cauliflower  cloves of garlic  Lemon  Olive Oil  salt and pepper,Chicken dishes
Cauliflower Gnocchi Carbonara,http://www.eatingwell.com/recipe/269999/cauliflower-gnocchi-carbonara/, tablespoon olive oil  ounce bag frozen cauliflower gnocchi cups riced cauliflower pieces crumbled cooked bacon cup water pasteurized eggs cup grated Romano cheese teaspoon ground pepper,Chicken dishes
Cauliflower Cheddar Mash,http://www.thedailymeal.com/recipes/cauliflower-cheddar-mash-recipe, Cup cauliflower Cup shredded cheddar cheese,Chicken dishes
Couscous recipes,http://www.marthastewart.com/336544/couscous, tablespoons dry couscous cup watercoarse salt,Salads
Couscous mixes,http://www.jamieoliver.com/recipes/uncategorised-recipes/couscous-mixes/,"CRANBERRY & PISTACHIO COUSCOUS  couscous– teaspoon dried chilli flakes– teaspoon dried mint– teaspoon dried parsley tablespoon dried cranberries tablespoon sultanas tablespoon shelled pistachiosCARDAMOM & PUMPKIN SEED COUSCOUS  couscous tablespoons pumpkin seeds cardamom pods teaspoon ras-el-hanout , see tip",Salads
Feta & peach couscous,https://www.bbcgoodfood.com/recipes/feta-peach-couscous, ripe peaches mixed seeds vegetarian feta   pack lemon & garlic couscous,Salads
Summer Couscous,https://food52.com/recipes/5406-summer-couscous," package of couscous- small squash medium tomato red onion bit of olive oilSalt, papper, parsley to garnish",Salads
Couscous Salad,http://honestcooking.com/couscous-salad/, cup   couscous cup  ml waterSaltPepper limeSeveral tbsp olive oilPinch of ground nutmeg medium zucchini tomatoes oz  ml yogurt,Meat dishes
Easy Whole-Wheat Couscous,http://www.eatingwell.com/recipe/263355/easy-whole-wheat-couscous/, cup water cup whole-wheat couscous,Salads
Parsley Couscous,http://www.cookstr.com/recipes/parsley-couscous, cups chicken or vegetable stock teaspoon salt cup couscous tablespoon butter cup finely chopped fresh parsley,Salads
Best Couscous,http://www.delish.com/cooking/recipe-ideas/recipes/a10683/best-couscous-mslo0310-recipe/, . couscousCoarse salt and ground pepper tbsp. olive oil,Salads
Golden Couscous Salad Recipe,http://www.goodhousekeeping.com/food-recipes/a11362/golden-couscous-salad-recipe-121350/, box large pearl couscous Israeli couscous or  box  oz plain couscous tbsp. olive oil . chicken broth tbsp. Chopped parsley tsp. grated lemon zest tsp. lemon juice,Meat dishes
Hot Couscous Bowl,https://www.menshealth.com/recipes/hot-couscous-bowl, cup fat-free milk cup cooked whole wheat couscous cup blueberries tablespoon chopped pecans,Sauces and sides
Dinner Tonight: Butter Butter Salad,http://www.seriouseats.com/recipes/2008/01/dinner-tonight-butter-butter-salad.html, cup butter head of butterhead lettuce tablespoon lemon juiceSalt and pepper,Chicken dishes
Miso Butter,https://www.marthastewart.com/1074131/miso-butter," stick unsalted butter, room temperature tablespoons white miso",Sauces and sides
Brandy Butter,http://www.saveur.com/article/Recipes/Brandy-Butter, tbsp. room-temperature unsalted butter cup sugar tbsp. brandy,Sauces and sides
Raspberry Butter,https://food52.com/recipes/13134-raspberry-butter," pound butter, softened  tablespoons powdered sugar cup fresh raspberries",Sauces and sides
Brandy butter,http://www.bbc.co.uk/food/recipes/brandybutter_2535,"4oz unsalted butter, softened4oz icing sugar tbsp boiling water tbsp brandy",Sauces and sides
Shrimp Butter,https://www.epicurious.com/recipes/food/views/shrimp-butter-365796," chopped onion garlic cloves, minced sprig fresh thyme tablespoon unsalted butter pound shell-on shrimp sticks butter, softenedkosher salt and freshly ground black pepper",Sauces and sides
Body Butter,http://rawmazing.com/recipe/homemade-body-butter-recipe/," cup organic, raw shea butter cup coconut oil cup almond oil",Sauces and sides
Chocolate Butter,https://www.realsimple.com/food-recipes/browse-all-recipes/chocolate-butter," cup unsalted butter, room temperature cup semisweet chocolate chips, melted tablespoon cocoa powdersalt",Sauces and sides
Honey Butter,http://www.delish.com/cooking/recipe-ideas/recipes/a31060/honey-butter-recipe-clv0910/, stick room-temperature butter . honey,Sauces and sides
Marmalade Butter,https://www.foodnetwork.com/recipes/ina-garten/marmalade-butter-recipe-1943601," pound unsalted butter, at room temperature cup good orange marmalade",Sauces and sides
Chive Spread,http://www.eatingwell.com/recipe/270782/chive-spread/," cup tub-style - vegetable oil spread, softened teaspoon chopped fresh chives teaspoon finely shredded lemon peelPinch of ground pepper",Salads
"""Panini"" with Banana and Chocolate Hazelnut Spread recipes",http://www.marthastewart.com/319283/panini-with-banana-and-chocolate-hazelnu," slices whole-wheat bread, crusts removed  teaspoons butter tablespoon chocolate hazelnut spread banana, thinly sliced lengthwise",Salads
Roasted Garlic & Feta Spread,https://food52.com/recipes/27996-roasted-garlic-feta-spread," ounces feta cheese french preferred, but whatever you have will make due teaspoon chopped parsley teaspoon crushed red pepper flake cup olive oil used to drizzle in, so you may use  bit less, depending on the constancy of your feta roasted cloves of garlic more if you want spread stronger, less if you want it more mildsalt & fresh ground pepper to taste",Chicken dishes
Roasted Tofu With Red Pepper–Walnut Spread,http://www.bonappetit.com/recipe/roasted-tofu-red-pepper-walnut-spread," olive oil, plus more for pan package firm tofu, drained – oz. teaspoon plain low-fat Greek yogurt teaspoon kosher salt tablespoon Aleppo pepper or hot paprika teaspoon ground cuminFlaky sea salt optional cup Red Pepper–Walnut Spread",Chicken dishes
Chocolate-Hazelnut Spread Hot Fudge Sauce,https://www.foodnetwork.com/recipes/food-network-kitchen/chocolate-hazelnut-spread-hot-fudge-sauce-3365015," cup vanilla ice cream, plus more for serving almost-empty jar chocolate-hazelnut spread with about  cup spread inside, such as Nutella see Cook' NoteDollop canned whipped cream, optional",Sauces and sides
French Toast Fingers With Chocolate Hazelnut Spread and Blueberries,https://www.epicurious.com/recipes/food/views/french-toast-fingers-with-chocolate-hazelnut-spread-and-blueberries," cups half and half  mililiters tablespoon honey ounce butter  grams butterZest of  orange vanilla bean, split and seeds scraped eggs  ounces caster superfine sugar  grams brioche loaf tablespoons homemade chocolate hazelnut spread cup blueberries   ounces grams  fluid ounces coconut oil  milliliters",Salads
Sun Dried Tomato Spread Two! recipes,http://rawmazing.com/recipe/sun-dried-tomato-spread-two/," cups Mushrooms tablespoons Nama Shoyu tablespoons Olive Oil tablespoon Agave optional cup Sun Dried Tomato Spread for recipe click: HERE cup Filtered Water cup Pea Pods, chopped cup Sun dried Tomatoes, chopped Scallions, thinly sliced Yellow Squash",Meat dishes
Sopressata Sandwich On Ciabatta With Roasted Red Pepper Spread,http://www.sfgate.com/food/recipes/detail.html?rid=17869&sorig=qs," ounce piece ciabatta bread, cut in half horizontally- tablespoons roasted red pepper spread ounces sliced sopressata, or other salumi of choice- slices havarti cheese cup loosely packed arugula teaspoon balsamic vinegar teaspoons extra virgin olive oil",Chicken dishes
Mini Blueberry Buttermilk Pancakes with Nutella Hazelnut Spread and Strawberries,http://www.thedailymeal.com/recipes/mini-blueberry-buttermilk-pancakes-nutella-hazelnut-spread-and-strawberries-recipe," eggs, whites and yolks separated Cups buttermilk Cup butter, melted Cups plain flour Teaspoon baking soda Cup fresh or frozen blueberries Cup chopped strawberries Tablespoons hazelnut spread, such as Nutella® Hazelnut SpreadOlive oil spray for frying",Salads
Tofu-and-Vegetable Tacos with Eggplant-Ancho Spread,http://www.delish.com/cooking/recipe-ideas/recipes/a19348/tofu-vegetable-tacos-eggplant-ancho-spread-recipe-fw0612/, block extra-firm tofu . dry white wine . extra-virgin olive oil tbsp. mint tbsp. flat-leaf parsleysaltFreshly ground pepper yellow squash zucchini small red onion red bell pepper small tomatoes flour tortillas . Smoky Eggplant-Ancho Spread tbsp. Smoky Eggplant-Ancho Spread,Salads
Banana bread with coffee + coconut oil,https://food52.com/recipes/17070-banana-bread-with-coffee-coconut-oil," cup unbleached all purpose flour cup whole wheat flour teaspoon baking soda teaspoon sea salt teaspoon ground cinnamon cups grade  maple syrup, at room temperature large overripe bananas tablespoons ground flax seed cup hot coffee cup melted organic unrefined coconut oil",Desserts and other sweets
Extra Fudgy Coconut Oil Brownies,https://pinchofyum.com/extra-fudgy-coconut-oil-brownies, cup coconut oil measured while solid. ounces unsweetened chocolate cup packed brown sugar eggs teaspoon salt cup all purpose flour,Sauces and sides
Coconut Oil Biscuits recipes,http://www.wholefoodsmarket.com/recipe/coconut-oil-biscuits, cups all-purpose flour tablespoon baking powder teaspoon sugar teaspoon fine sea salt cup solid refined coconut oil cup canned light coconut milk,Sauces and sides
Coconut Oil Spiced Popcorn,http://www.thedailymeal.com/recipes/coconut-oil-spiced-popcorn-recipe," Cup sugar Cup salt Tablespoons smoked paprika Tablespoons ground black pepper Teaspoon cayenne pepper Teaspoon ground nutmeg Tablespoons coconut oil, for popping, such as Vita Coco Cup popcorn kernels Tablespoons melted coconut oil, for coating, such as Vita Coco",Sauces and sides
"Crazy Good Coconut Oil ""Chocolate"" Bark recipes",http://ohsheglows.com/2015/03/18/crazy-good-coconut-oil-chocolate-bark/," cup raw hazelnuts cup raw almonds cup large flake dried coconut cup virgin coconut oil cup cocoa or cacao powder, sifted if necessary cup pure maple syrup tablespoon smooth almond butter, optionalpinch fine sea salt",Sauces and sides
Coconut Oil Chocolate Chip Cookies,https://www.foodnetwork.com/recipes/coconut-oil-chocolate-chip-cookies-3414372,  cups all-purpose flour teaspoon baking soda teaspoon fine salt cup virgin coconut oil cup packed light brown sugar cup granulated sugar large eggs teaspoon pure vanilla extractOne -ounce bag semisweet chocolate chips,Sauces and sides
Roasted Spaghetti Squash with Coconut Oil & Seeds recipes,http://goop.com/recipes/roasted-spaghetti-squash-with-coconut-oil-seeds/, medium spaghetti squash tablespoons olive oilsaltpepper tablespoons coconut oil cup toasted nuts and seedssea salt,Chicken dishes
Pumpkin Flaxseed Bread Made with Coconut Oil,https://food52.com/recipes/16760-pumpkin-flaxseed-bread-made-with-coconut-oil,"  cup flour cup ground flaxseed cup sugar teaspoon baking powder teaspoon salt teaspoons cinnamon teaspoon nutmeg cup pumpkin puree egg teaspoon vanilla tablespoons half and half cup coconut oil, melted and cooled to room temperature",Sauces and sides
Coconut Oil Apple Crisp recipes,http://pinchofyum.com/coconut-oil-apple-crisp," Opal apples, chopped tablespoons almond meal teaspoon cinnamon cups +  tablespoons coconut oil in liquid form cup honey cup rolled oats cup chopped pecans cup almond flour teaspoon cinnamon teaspoon salt",Sauces and sides
COCONUT TWIX BARS recipes,http://www.thisrawsomeveganlife.com/2016/05/coconut-twix-bars.html," cup coconut flour cup almond flour cup maple syrupPinch Himalayan salt- tablespoons melted coconut oil, if needed cup pitted dates cup cashew butter or peanut butter tablespoons water, or more as neededPinch Himalayan salt tablespoons coconut oil cup melted coconut oil cup cacao powder cup maple syrup teaspoon vanilla extract",Sauces and sides
